Date,City,Cause of Death
4/12/04,Kukulcan Blvd. Cancun -  Quitana Roo -  Mexico,Veh. Accident-Motorcycle
4/14/04,Pascuales -  Tecoman -  Colima -  Mexico,Drowning
4/17/04,Ensenada -  Baja California Norte -  Mexico,Other Accident
4/17/04,Rosarito -  Baja California Norte -  Mexico,Other Accident
4/18/04,Mexicali -  Baja California Norte -  Mexico,Homicide
4/18/04,Mexicali -  Baja California Norte -  Mexico,Homicide
4/20/04,Cancun -  Quitana Roo -  Mexico,Other Accident
4/21/04,Dom Conocido -  Barrio San Sebastian -  Tlaxiaco -  Oaxaca -  Mexico,Other Accident
4/22/04,Fracc El Marqus -  Ciudad Juarez -  Chihuahua -  Mexico,Homicide
4/22/04,Km 8 + 500 San Miguel - Jalostotitlan Freeway -  Jalisco -  Mexico,Veh. Accident-Auto
4/23/04,Tecate -  Baja California Norte -  Mexico,Homicide
4/24/04,Rosarito -  Baja California Norte -  Mexico,Veh. Accident-Auto
4/26/04,Playa Del Carmen -  Quintana Roo -  Mexico,Drowning
4/28/04,Cabo San Lucas -  Baja California Sur -  Mexico,Drowning
4/28/04,Km 102 -  Matehuala Highway -  Poblado Nunez -  Guadalcazar -  San Luis Potosi -  Mexico,Veh. Accident-Auto
4/29/04,Ensenada -  Baja California Norte -  Mexico,Suicide
5/5/04,Zamora -  Michoacan -  Mexico,Suicide
5/6/04,Poliplaza Medica Pedro Rosales De Leon 7510 -  Cd Juarez -  Chihuahua -  Mexico,Homicide
5/6/04,Puerto Vallarta -  Jalisco -  Mexico,Suicide
5/13/04,Km 0.2 Highway Culiacan-mazatlan -  Mexico,Veh. Accident-Auto
5/13/04,Nuevo Laredo -  Tamaulipas -  Mexico,Homicide
5/16/04,Km 46 Freeway San Sebastian - Puerto Vallarta -  Jalisco -  Mexico,Veh. Accident-Auto
5/19/04,Ciudad Juarez -  Chihuahua -  Mexico,Homicide
5/20/04,Puerto Vallarta -  Jalisco -  Mexico,Other Accident
5/21/04,Nuevo Laredo -  Nuevo Leon -  Mexico,Drug-Related
5/24/04,57 Highway -  Km 134 -  Sta. Maria Del Rio -  San Luis Potosi -  San Luis Potosi -  Mexico,Veh. Accident-Auto
5/26/04,Los Cabos -  Baja California Sur -  Mexico,Drowning
5/27/04,Puerto Vallarta -  Jalisco -  Mexico,Other Accident
5/30/04,Cancun -  Quitana Roo -  Mexico,Drowning
5/30/04,Rosarito -  Baja California Norte -  Mexico,Veh. Accident-Auto
5/31/04,El Saus -  Gral. Francisco R Murguia -  Zacatecas -  Mexico,Homicide
5/31/04,Paila San Rafael Hwy. Parras -  Coahuila -  Mexico,Veh. Accident-Auto
6/10/04,Puerto Penasco -  Sonora -  Mexico,Veh. Accident-Motorcycle
6/12/04,Ciudad Juarez-chihuahua Highway -  Chihuahua -  Mexico,Veh. Accident-Auto
6/12/04,Tijuana -  Baja California Norte -  Mexico,Other Accident
6/15/04,Colima -  Colima -  Mexico,Veh. Accident-Auto
6/15/04,Pueblo Viejo -  Veracruz -  Mexico,Drowning
6/16/04,Cancun -  Quintana Roo -  Mexico,Other Accident
6/23/04,Galeana -  Nuevo Leon -  Mexico,Veh. Accident-Auto
6/23/04,Galeana -  Nuevo Leon -  Mexico,Veh. Accident-Auto
6/23/04,Playa Del Carmen -  Quitana Roo -  Mexico,Drowning
7/2/04,Magdalena -  Sonora -  Mexico,Veh. Accident-Auto
7/3/04,Km 100+200 Guadalajara -  Tepic Hwy -  Ixtlan Del Rio -  Nayarit -  Mexico,Veh. Accident-Auto
7/3/04,Km 100+200 Guadalajara -  Tepic Hwy -  Ixtlan Del Rio -  Nayarit -  Mexico,Veh. Accident-Auto
7/3/04,Tepacaltepec -  Michoacan -  Mexico,Suicide
7/5/04,Highway 57 -  Km 90+750 -  Guadalcazar-huizache -  San Luis Potosi -  Mexico,Veh. Accident-Auto
7/10/04,Playa Del Carmen -  Quintana Roo -  Mexico,Drowning
7/12/04,Puerto Penasco -  Sonora -  Mexico,Suicide
7/12/04,Tijuana -  Baja California Norte -  Mexico,Homicide
7/13/04,Ensenada -  Baja California Norte -  Mexico,Homicide
7/13/04,Hospital San Jose -  Colon Oriente #320 -  Jardines De Catedral -  Zamora -  Michoacan -  Mexico,Veh. Accident-Auto
7/17/04,Loreto -  Baja California Sur -  Mexico,Drowning
7/25/04,Playas De Tijuana -  Baja California Norte -  Mexico,Homicide
7/27/04,Tijuana -  Baja California Norte -  Mexico,Veh. Accident-Auto
7/30/04,Doctor Arroyo -  Nuevo Leon -  Mexico,Veh. Accident-Auto
7/31/04,Hotel Costa Bonita -  Zona Dorada -  Mazatlan -  Sinaloa -  Mexico,Drowning
8/1/04,Tijuana -  Baja California Norte -  Mexico,Suicide
8/3/04,Km 152 Jimenez-torreon Highway -  Mexico,Veh. Accident-Auto
8/3/04,Panamerican Hwy Km 221 -  Mexico,Veh. Accident-Auto
8/6/04,Mexico City -  Distrito Federal -  Mexico,Homicide
8/8/04,Carretera Mexicali-san Felipe Km 179 -  Baja California Norte -  Mexico,Veh. Accident-Motorcycle
8/8/04,Carretera Mexicali-san Felipe Km 179 -  Baja California Norte -  Mexico,Veh. Accident-Motorcycle
8/9/04,La Paz -  Baja California Sur -  Mexico,Homicide
8/17/04,Carretera Santa Rosalia -  Guerrero Negro -  Mexico,Veh. Accident-Auto
8/18/04,Acapulco -  Guerrero -  Mexico,Suicide
8/18/04,San Pedro Garza Garcia -  Nuevo Leon -  Mexico,Homicide
8/19/04,Ave Madero #451 -  Chapala -  Jalisco -  Mexico,Other Accident
8/20/04,Carretera 15 Km 205-700 -  Imuris -  Mexico,Veh. Accident-Auto
8/21/04,San Luis De La Paz -  Guanajuato -  Mexico,Veh. Accident-Auto
8/25/04,Freeway Chapala -  Ajijic -  Jalisco -  Mexico,Veh. Accident-Auto
8/25/04,Km 65.9 Nogales-hermosillo Hwy -  Mexico -  Sonora -  Mexico,Veh. Accident-Auto
8/29/04,Carretera 15 Km 205-700 -  Imuris -  Sonora -  Mexico,Veh. Accident-Auto
8/29/04,Carretera 15 Km 205-700 -  Imuris -  Sonora -  Mexico,Veh. Accident-Auto
8/29/04,Carretera 15 Km 205-700 -  Imuris -  Sonora -  Mexico,Veh. Accident-Auto
8/29/04,Carretera 15 Km 205-700 -  Imuris -  Sonora -  Mexico,Veh. Accident-Auto
9/5/04,Cabo San Lucas -  Baja California - mexico,Veh. Accident-Auto
9/5/04,Puerto Penasco -  Sonora -  Mexico,Veh. Accident-Auto
9/7/04,Acapulco -  Guerrero -  Mexico,Suicide
9/11/04,Rancho Del Mar -  Rosarito -  Baja California Norte -  Mexico,Drowning
9/14/04,Highway 57 -  Los Llanos -  Arteaga -  Coahuila -  Mexico,Veh. Accident-Auto
9/14/04,Highway 57 -  Los Llanos -  Arteaga -  Coahuila -  Mexico,Veh. Accident-Auto
9/14/04,Highway 57 -  Los Llanos -  Arteaga -  Coahuila -  Mexico,Veh. Accident-Auto
9/16/04,Alvarado -  Veracruz -  Mexico,Suicide
9/19/04,Km 28+600 Tramo Carretera Maneadero-santo Tomas -  Baja California Norte -  Mexico,Veh. Accident-Auto
9/21/04,Matamoros-mazatlan 40 Hwy Km 217+100 -  La Cuchilla -  Coahuila -  Mexico,Veh. Accident-Auto
9/23/04,Centro Medico Nacional De Occidente -  Guadalajara -  Jalisco -  Mexico,Other Accident
9/23/04,Mexicali -  Baja California Norte -  Mexico,Homicide
9/23/04,Tijuana -  Baja California Norte -  Mexico,Homicide
9/25/04,Puerto Penasco -  Sonora -  Mexico,Maritime Accident
10/3/04,Mazatlan -  Sinaloa -  Mexico,Suicide
10/4/04,Punta Sur Reef -  Cozumel -  Quintana Roo -  Mexico,Drowning
10/9/04,Guadalajara 1212 -  Col. Madero -  Nuevo Laredo -  Tamaulipas -  Mexico,Homicide
10/15/04,Municipio De Purificacion -  Jalisco -  Mexico,Homicide
10/17/04,Vega De La Torre -  Veracruz -  Mexico,Veh. Accident-Auto
10/21/04,Cutzamala-nuevo Galeana Highway -  Guerrero -  Mexico,Homicide
10/21/04,Cutzamala-nuevo Galeana Highway -  Guerrero -  Mexico,Homicide
10/23/04,Puerto Penasco -  Sonora -  Mexico,Suicide
10/24/04,Nogales -  Sonora -  Mexico,Drug-Related
10/26/04,Casa De Los Abuelos -  Reforma 410 -  Oaxaca -  Oaxaca -  Mexico,Drug-Related
10/31/04,Pescadilla S/n Anapra -  Ciudad Juarez -  Chihuahua -  Mexico,Drug-Related
11/3/04,Maeva Club Beach -  Riviera Maya -  Quintana Roo -  Mexico,Drowning
11/5/04,Col. Campestre -  Nuevo Laredo -  Tamaulipas -  Mexico,Homicide
11/11/04,San Quintin -  Baja California Norte -  Mexico,Veh. Accident-Pedestrian
11/12/04,Puerto Penasco To Caborca Highway Kilomter 90 -  Sonora -  Mexico,Veh. Accident-Motorcycle
11/13/04,En Route To Hospital De La Fe In San Miguel De Allende -  Guanajuato -  Mexico,Veh. Accident-Motorcycle
11/21/04,Calle Morelos -  Colonia Centro -  Santa Ana -  Sonora -  Mexico,Veh. Accident-Auto
11/22/04,Tijuana -  Baja California Norte -  Mexico,Veh. Accident-Other
11/23/04,Playa Del Carmen -  Quintana Roo -  Mexico,Drug-Related
11/24/04,International Freeway Mexico-nogales -  Km 57+800 -  Santiago Ixcuintla -  Nayarit -  Mexico,Veh. Accident-Auto
11/27/04,Cabo Falso -  Cabo San Lucas -  Baja California Sur -  Mexico,Drowning
11/29/04,Puerto Penasco -  Sonora -  Mexico,Maritime Accident
12/1/04,Playa Del Carmen -  Quintana Roo -  Mexico,Drowning
12/3/04,Ensenada -  Baja California Norte -  Mexico,Homicide
12/5/04,Melia Hotel -  Puerto Vallarta -  Jalisco -  Mexico,Other Accident
12/7/04,Columbia Reef -  Cozumel -  Quintana Roo -  Mexico,Drowning
12/9/04,Kolimba Underground River -  Tulum -  Quintana Roo -  Mexico,Drowning
12/9/04,Kolimba Underground River -  Tulum -  Quintana Roo -  Mexico,Drowning
12/10/04,Private Hospital -  Playa Del Carmen -  Quitana Roo -  Mexico,Veh. Accident-Auto
12/12/04,El Fuerte-churintzio Michoacan Highway -  Michoacan -  Mexico,Veh. Accident-Auto
12/14/04,Loma Linda Condominiums -  Puerto Vallarta -  Jalisco -  Mexico,Other Accident
12/16/04,Centro De Salud -  Santa Ana -  Sonora -  Mexico,Veh. Accident-Auto
12/16/04,El Retorno-matehuala Km 174+700 -  Matehuala -  San Luis Potosi -  Mexico,Veh. Accident-Auto
12/18/04,Pino Suarez No. 202 -  Cotija De La Paz -  Michoacan -  Mexico,Other Accident
12/18/04,Sayulita -  Nayarit -  Mexico,Veh. Accident-Auto
12/19/04,Galena -  Nuevo -  Mexico,Veh. Accident-Auto
12/19/04,Galena -  Nuevo -  Mexico,Veh. Accident-Auto
12/19/04,Galena -  Nuevo -  Mexico,Veh. Accident-Auto
12/19/04,International Freeway No. 15 Mexico-nogales -  Acaponeta -  Nayarit -  Mexico,Veh. Accident-Pedestrian
12/19/04,Public Roadway -  El Tamarindo -  Culiacan -  Sinaloa -  Mexico,Veh. Accident-Pedestrian
12/20/04,54 Highway -  Ejido Guadalup Victoria -  Saltillo -  Coahuila -  Mexico,Veh. Accident-Auto
12/20/04,Matehuala -  San Luis Potosi -  Mexico,Homicide
12/23/04,Tepetongo -  Zacatecas -  Mexico,Homicide
12/26/04,Old Civil Hospital -  Guadalajara -  Jalisco -  Mexico,Veh. Accident-Auto
12/29/04,Las Vegas -  Culiacan -  Sinaloa -  Mexico,Homicide
12/29/04,Trancas Highway 51 -  Dolores Hidalgo -  Guanajuato -  Mexico,Veh. Accident-Auto
12/29/04,Villa De Las Flores Hotel -  San Miguel De Allende -  Guanajuato -  Mexico,Other Accident
1/1/05,Ciudad Juarez -  Chihuahua -  Mexico,Veh. Accident-Pedestrian
1/1/05,San Jose Del Cabo -  Baja California Sur -  Mexico,Veh. Accident-Auto
1/2/05,Chihuahua-ciudad Juarez Highway Km 122 -  Chihuahua -  Mexico,Veh. Accident-Auto
1/2/05,Tijuana -  Baja California Norte -  Mexico,Homicide
1/3/05,Ciudad Juarez -  Chihuahua -  Mexico,Homicide
1/6/05,San Miguel De Allende -  Guanajuato -  Mexico,Suicide
1/7/05,Km 10-300 Carretera Transpeninsular San Jose -  Cabo San Lucas -  Baja California Sur -  Mexico,Veh. Accident-Auto
1/13/05,Nuestra Senora De La Salud Hospital -  San Luis Potosi -  San Luis Potosi -  Mexico,Veh. Accident-Auto
1/15/05,Universitario Hospital -  Saltillo -  Coahuila -  Mexico,Other Accident
1/16/05,Ameca-ahualulco Freeway -  Jalisco -  Mexico,Veh. Accident-Auto
1/17/05,Cabo San Lucas -  Baja California Sur -  Mexico,Maritime Accident
1/17/05,Chapala - Ajijic Freeway -  Jalisco -  Mexico,Veh. Accident-Auto
1/21/05,Los Griegos Ranch Near Guerrero -  Coahuila -  Mexico,Air Accident
1/21/05,Los Griegos Ranch Near Guerrero -  Coahuila -  Mexico,Air Accident
1/21/05,Zacatecas -  Zacatecas -  Mexico,Veh. Accident-Motorcycle
1/26/05,Nogales -  Sonora -  Mexico,Veh. Accident-Auto
1/26/05,Santa Matilde -  Santo Domingo -  San Luis Potosi -  Mexico,Veh. Accident-Pedestrian
1/28/05,Zacapu-zamora Highway -  Chilchota -  Michoacan -  Mexico,Veh. Accident-Auto
1/29/05,Beach Of Hotel -  Cancun -  Merida -  Quintana Roo -  Mexico,Drowning
1/29/05,Tijuana -  Baja California Norte -  Mexico,Veh. Accident-Auto
1/29/05,Tijuana -  Baja California Norte -  Mexico,Veh. Accident-Auto
1/30/05,Eulogio Parra 3190 -  Guadalajara -  Jalisco -  Mexico,Other Accident
1/30/05,San Felipe -  Baja California Norte -  Mexico,Homicide
1/31/05,Cozumel -  Quintana Roo -  Mexico,Drowning
2/1/05,Hospital General -  Nuevo Laredo -  Tamaulipas -  Mexico,Drug-Related
2/2/05,Av Paseo De Zihuatanejo Esq. Mar Egeo -  Zihuatanejo -  Guerrero -  Mexico,Veh. Accident-Motorcycle
2/3/05,Guadalajara - Chapala Freeway -  Jalisco -  Mexico,Veh. Accident-Pedestrian
2/3/05,Matamoros -  Tamaulipas -  Mexico,Veh. Accident-Auto
2/3/05,Matamoros -  Tamaulipas -  Mexico,Veh. Accident-Auto
2/5/05,Chilpancingo -  Guerrero -  Mexico,Homicide
2/5/05,Km 13.5 Morelia-quiroga Highway -  Morelia -  Michoacan -  Mexico,Veh. Accident-Auto
2/9/05,La Mesa Del Toro -  Tacambaro -  Michoacan -  Mexico,Homicide
2/9/05,La Mesa Del Toro -  Tacambaro -  Michoacan -  Mexico,Homicide
2/13/05,Cancun -  Quintana Roo -  Mexico,Suicide
2/13/05,Ciudad Juarez -  Chihuahua -  Mexico,Homicide
2/16/05,Km 2 Las Zarquillas -  Villamar -  Michoacan -  Mexico,Veh. Accident-Auto
2/16/05,Tototlan - Ocotlan Freeway -  Km 4 -  Jalisco -  Mexico,Veh. Accident-Auto
2/17/05,Dr. Miguel Silva Hospital -  Morelia -  Michoacan -  Mexico,Veh. Accident-Auto
2/17/05,Monterrey -  Nuevo Leon -  Mexico,Homicide
2/19/05,Red Cross -  Rosarito -  Baja California Norte -  Mexico,Veh. Accident-Auto
2/21/05,Tijuana -  Baja California Norte -  Mexico,Homicide
2/23/05,Akumal -  Quintana Roo -  Mexico,Drowning
2/24/05,Playa Mazunte Zipolite -  Puerto Angel -  San Pedro Pochutla -  Oaxaca -  Mexico,Drowning
2/24/05,Private Hospital -  Cancun -  Quintana Roo -  Mexico,Other Accident
2/28/05,Freeway Lagos-union De San Antonio -  Jalisco -  Mexico,Veh. Accident-Auto
3/5/05,Playas De Tijuana -  Baja California Norte -  Mexico,Homicide
3/5/05,Puerto Penasco -  Sonora -  Mexico,Veh. Accident-Auto
3/6/05,Avenida Del Mar #1111 -  Mazatlan -  Mexico,Other Accident
3/7/05,Caleta Beach -  Cabo Corrientes -  Jalisco -  Mexico,Drowning
3/8/05,Cuto De La Esperanza -  Mpo De Morelia -  Michoacan -  Mexico,Homicide
3/12/05,Centro De Salud -  Linares -  Nuevo Leon -  Mexico,Veh. Accident-Auto
3/13/05,Ciudad Juarez -  Chihuahua -  Mexico,Drug-Related
3/14/05,Loreto -  Baja California Sur -  Mexico,Veh. Accident-Auto
3/14/05,Mexico City -  Distrito Federal -  Mexico,Homicide
3/14/05,Paradise Reef -  Cozumel -  Quintana Roo -  Mexico,Drowning
3/18/05,Highway No. 45 -  Mexico - Ciudad Juarez -  Km 26 -  Chihuahua -  Mexico,Veh. Accident-Motorcycle
3/18/05,Km 207.2 Highway 15 -  Hermosillo - Guaymas -  Sonora -  Mexico,Veh. Accident-Auto
3/18/05,Main Highway Riviera Maya -  Quintana Roo -  Mexico,Veh. Accident-Pedestrian
3/19/05,Hospital General -  Hermosillo -  Sonora -  Mexico,Veh. Accident-Auto
3/19/05,Puerto Penasco -  Sonora -  Mexico,Veh. Accident-Auto
3/19/05,Puerto Penasco -  Sonora -  Mexico,Veh. Accident-Auto
3/19/05,Reynosa -  Tamaulipas -  Mexico,Homicide
3/20/05,Rosarito -  Baja California Norte -  Mexico,Veh. Accident
3/21/05,Ensenada -  Baja California Norte -  Mexico,Air Accident
3/22/05,Avenida Bonampak Lt 7 M 2 Cancun -  Quintana Roo -  Mexico,Drug-Related
3/23/05,Bahia Boulevard -  Chetumal -  Quintana Roo -  Mexico,Drowning
3/23/05,Mazatlan -  Sinaloa -  Mexico,Drowning
3/26/05,Playas De Tijuana -  Baja California Norte -  Mexico,Veh. Accident-Auto
3/26/05,Playas De Tijuana -  Baja California Norte -  Mexico,Veh. Accident-Auto
3/26/05,Playas De Tijuana -  Baja California Norte -  Mexico,Veh. Accident-Auto
3/26/05,Villas Don Blas Hotel -  Tonala -  Jalisco -  Mexico,Drug-Related
3/28/05,Ensenada -  Baja California Norte -  Mexico,Suicide
3/29/05,Cancun -  Quintana Roo -  Mexico,Drowning
3/29/05,Los Barriles -  Baja California Sur -  Mexico,Veh. Accident-Auto
3/31/05,Highway 15 Navojoa - Obregon -  Navojoa -  Sonora -  Mexico,Veh. Accident-Auto
4/1/05,Av Cuauhtemoc -  Calle Rotaria -  Fracc Marroquin -  Acapulco -  Guerrero -  Mexico,Veh. Accident-Pedestrian
4/3/05,Punta Prieta -  Baja California Norte -  Mexico,Veh. Accident-Auto
4/6/05,Puerto Mejia Beach -  La Paz -  Baja California Sur -  Mexico,Drowning
4/9/05,Hotel Royal Villas -  Mazatlan -  Mexico,Drowning
4/10/05,Bahia De Los Angeles -  Baja California Norte -  Mexico,Veh. Accident-Auto
4/14/05,Km 30 + 200 Freeway Santa Rosa - La Barca -  Poncitlan -  Jalisco -  Mexico,Veh. Accident-Auto
4/14/05,Nuevo Laredo -  Tamaulipas -  Mexico,Homicide
4/14/05,Nuevo Laredo -  Tamaulipas -  Mexico,Homicide
4/17/05,Mexico City -  Distrito Federal -  Mexico,Homicide
4/18/05,Los Cabos -  Baja California Sur -  Mexico,Other Accident
4/18/05,Playa La Llorona -  Coahuayana -  Michoacan -  Mexico,Drowning
4/18/05,Tepetongo -  Zacatecas -  Mexico,Veh. Accident-Auto
4/19/05,Tijuana -  Baja California Norte -  Mexico,Suicide
4/20/05,Ameca - Guadalajara Freeway -  Las Paredes -  San Martin Hidalgo -  Jalisco -  Mexico,Veh. Accident-Auto
4/21/05,Av Enfermeria S/n Tepic -  Nayarit -  Mexico,Veh. Accident-Motorcycle
4/25/05,Tijuana -  Baja California Norte -  Mexico,Homicide
4/28/05,Tijuana -  Baja California Norte -  Mexico,Homicide
4/29/05,San Jose Del Cabo -  Baja California Sur -  Mexico,Drowning
5/2/05,San Luis Potosi -  San Luis Potosi -  Mexico,Veh. Accident-Auto
5/7/05,Los Mochis -  Sinaloa -  Mexico,Homicide
5/9/05,Agua Prieta -  Sonora -  Mexico,Other Accident
5/10/05,Centro Medico Siglo Xxi -  Mexico City -  Distrito Federal -  Mexico,Other Accident
5/11/05,Mexico City -  Distrito Federal -  Mexico,Homicide
5/13/05,Pedro Moreno 75 -  Yahualica De Gonzalez Gallo -  Jalisco -  Mexico,Veh. Accident-Auto
5/14/05,Plaza Neptuno -  Local D-1 -  Puerto Vallarta -  Jalisco -  Mexico,Veh. Accident-Auto
5/15/05,Sayulita -  Nayarit -  Mexico,Suicide
5/16/05,Rosarito -  Baja California Norte -  Mexico,Homicide
5/17/05,Puerto Penasco -  Sonora -  Mexico,Drowning
5/21/05,Cuitlahuac -  Veracruz -  Mexico,Homicide
5/23/05,Km 3.5 South Coastal Hwy. Cozumel -  Quintana Roo -  Mexico,Veh. Accident-Motorcycle
5/28/05,Hospital Central -  Ignacio Morones Prieto -  San Luis Potosi -  San Luis Potosi -  Mexico,Veh. Accident-Auto
5/31/05,Acayucan -  Veracruz -  Mexico,Veh. Accident-Auto
6/2/05,Mexicali -  Baja California Norte -  Mexico,Homicide
6/5/05,Tulum -  Quintana Roo -  Mexico,Drowning
6/6/05,Nuevo Laredo -  Tamaulipas -  Mexico,Homicide
6/11/05,Oasis Hotel Beach -  Cancun -  Quintana Roo -  Mexico,Drowning
6/13/05,Omealca -  Veracruz -  Mexico,Homicide
6/16/05,Brecha 113 -  Km 82 -  Valle Hermoso -  Tamaulipas -  Mexico,Veh. Accident-Auto
6/16/05,Cd Juarez -  Chihuahua -  Mexico,Homicide
6/17/05,Benito Juarez Highway Km 124 -  Salvador Alvarado -  Sinaloa -  Mexico,Veh. Accident-Auto
6/26/05,Clinica Del Mar -  Mazatlan -  Sinaloa -  Mexico,Veh. Accident-Auto
6/26/05,Navy Base Hospital -  Acapulco -  Guerrero -  Mexico,Veh. Accident-Pedestrian
6/27/05,General Hospital -  Mexicali -  Baja California Norte -  Mexico,Veh. Accident-Auto
6/27/05,Merida -  Yucatan -  Mexico,Suicide
6/30/05,Tala -  Jalisco -  Mexico,Homicide
7/2/05,Nuevo Laredo -  Tamaulipas -  Mexico,Veh. Accident-Pedestrian
7/5/05,Km 73 -  Guadalajara - Saltillo Freeway -  Ixtlahuacan Del Rio -  Jalisco -  Mexico,Veh. Accident-Auto
7/15/05,Calle Xochita -  Zona Centro -  San Luis Potosi -  San Luis Potosi -  Mexico,Veh. Accident-Pedestrian
7/17/05,Crucero De Bonita -  Km 106 + 250 -  Freeway #15 -  Nayarit -  Mexico,Veh. Accident-Auto
7/18/05,Apodaca -  Nuevo Leon -  Mexico,Homicide
7/18/05,Juarez Porvenir -  Db -  Chihuahua -  Mexico,Homicide
7/18/05,Morelia-copandaro De Galeana -  Michoacan Highway -  Michoacan -  Mexico,Veh. Accident-Pedestrian
7/19/05,Hospital San Javier -  Guadalajara -  Jalisco -  Mexico,Veh. Accident-Pedestrian
7/23/05,Escobedo S/n -  Tecuala -  Nayarit -  Mexico,Veh. Accident-Auto
7/24/05,Acapulco -  Guerrero -  Mexico,Drowning
7/24/05,Col. Victoria -  Nuevo Laredo -  Mexico,Homicide
7/25/05,Km 47+300 Mexico-puebla Highway -  Ixtapaluca -  Mexico,Veh. Accident-Auto
7/26/05,Cuernavaca -  Morelos -  Mexico,Homicide
7/26/05,Nuevo Laredo -  Tamaulipas -  Mexico,Homicide
7/26/05,Nuevo Progreso -  Veracruz -  Mexico,Other Accident
7/31/05,Km 2 -  Highway 110 -  La Piedad -  Michoacan -  Mexico,Veh. Accident-Auto
8/4/05,Ensenada -  Baja California Norte -  Mexico,Veh. Accident-Auto
8/4/05,La Paz -  Baja California Sur -  Mexico,Veh. Accident-Auto
8/6/05,Cozumel -  Quintana Roo -  Mexico,Homicide
8/7/05,Tijuana -  Baja California Norte -  Mexico,Homicide
8/9/05,Ensenada -  Baja California Norte -  Mexico,Other Accident
8/9/05,Morelia -  Michoacan -  Mexico,Homicide
8/10/05,Creel -  Bocoyna -  Chihuahua,Other Accident
8/10/05,Guanajuato-san Miguel De Allende Highway -  Guanajuato -  Mexico,Veh. Accident-Bus
8/14/05,Acaponeta -  Nayarit -  Mexico,Homicide
8/15/05,57 Km Hwy Huizache-matehuala -  San Luis Potosi -  Mexico,Veh. Accident-Auto
8/15/05,Km 159+600 Of Highway 57 -  Matehuala -  San Luis Potosi -  Mexico,Veh. Accident-Auto
8/15/05,Km 159+600 Of Highway 57 -  Matehuala -  San Luis Potosi -  Mexico,Veh. Accident-Auto
8/19/05,Puerta Vallarta -  Jalisco -  Mexico,Suicide
8/19/05,Tijuana -  Baja California Norte -  Mexico,Suicide
8/24/05,Vallecillo -  Nuevo Leon -  Mexico,Veh. Accident-Auto
8/25/05,Avenida Madero Y Revolucion Zona Norte -  Tijuana -  Baja California Norte -  Mexico,Drug-Related
8/27/05,Cancun -  Quintana Roo -  Mexico,Drowning
8/28/05,Tijuana -  Baja California Norte -  Mexico,Suicide
8/29/05,Cd Juarez -  Chihuahua -  Mexico,Homicide
8/29/05,Tecate -  Baja California Norte -  Mexico,Veh. Accident-Auto
9/2/05,Puerto Penasco -  Sonora -  Mexico,Drowning
9/4/05,Puerto Penasco -  Sonora -  Mexico,Veh. Accident-Motorcycle
9/10/05,Nogales -  Sonora -  Mexico,Drug-Related
9/11/05,Playas De Tijuana -  Baja California Norte -  Mexico,Suicide
9/11/05,Sanatorio De La Loma -  Tepic -  Nayarit -  Mexico,Drowning
9/12/05,Tijuana -  Baja California Norte -  Mexico,Homicide
9/19/05,Zaragoza -  Coahuila -  Mexico,Suicide
